insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Camella Creagh', 'azomiwxufdjcnls', '2021-12-01T19:42:37Z', '2021-06-18T19:15:33Z', '2362', '400', 'igmpscvlryuetjhoadqzxf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gerrie Stollenbecker', 'jqhesfrdokgpylnx', '2021-08-26T20:28:59Z', '2021-07-23T10:57:01Z', '3446', '2172', 'rxacbdmwknjgh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Melina Fernao', 'ejbznoagyvthkdfu', '2022-03-31T08:30:53Z', '2021-06-30T02:53:30Z', '2544', '4987', 'vpokanueiqcthwmzyfxdlrs');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('De Klaessen', 'fbmonruzjxegq', '2022-03-12T16:31:02Z', '2022-02-08T20:42:21Z', '1856', '311', 'oeqxijsylunchpvzfmwrdb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kenn Pikhno', 'fsptnohyzmgxkiweqbcj', '2021-11-12T19:26:48Z', '2022-02-27T20:55:07Z', '4327', '24', 'scfpvzwbnkyqhorxjtuldgamei');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mayor Matevosian', 'bzisdtvcfkmlwreha', '2021-06-25T13:19:52Z', '2022-06-04T02:14:35Z', '441', '236', 'scafvndwtquzlpehjgorimxbyk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Franny Sinclaire', 'jxzyiqfpeduotbk', '2022-03-07T02:41:38Z', '2022-01-23T10:14:39Z', '1012', '3661', 'ownrlduijmftkeahpcqxvygbsz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Betty Flecknell', 'lkvjpfqerbtdgsiwahmu', '2021-10-15T02:06:26Z', '2021-08-30T20:21:57Z', '2718', '3151', 'hoczelbtgmyusfdpwx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Joletta Greggor', 'mlecgtfoxvyqh', '2021-07-18T23:36:46Z', '2022-04-15T05:51:27Z', '540', '3042', 'vbftesamoprczgndhwjylixkqu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Goldarina Burston', 'iyafswozrbxntjqdkec', '2021-11-21T23:54:59Z', '2022-04-29T14:16:35Z', '3614', '926', 'bngdoxrmsazhlvuytjfqek');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ham Mulvenna', 'kvzlixqomhpnjybedg', '2021-12-08T00:00:56Z', '2021-08-20T10:57:51Z', '4831', '759', 'hrifwdsoencjkuqmalptgbvxzy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Graig Lenden', 'lajzkduxrpbtevyo', '2021-09-26T00:25:40Z', '2022-01-12T21:16:21Z', '519', '4501', 'uzbrydtekfmjqiwglspcxhovna');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Chester Jacobowits', 'binjlcpawhumzrxegv', '2021-10-16T22:55:17Z', '2021-11-11T15:50:54Z', '1859', '890', 'aiskowhtlgqrenuyzcbjmpvxdf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Con Caff', 'hacptrdwluqbsvogief', '2021-07-17T10:48:44Z', '2022-02-04T19:23:29Z', '1113', '96', 'phxscvaduykmqjtzeblriwgonf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Christoper Drewe', 'oufathndewzrlx', '2021-09-06T01:48:31Z', '2021-12-27T23:46:47Z', '2779', '15', 'oaxevckrjquzmdbigltfywspnh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Chiquita Housego', 'eswonjrtuhk', '2021-08-17T05:15:18Z', '2021-07-30T03:43:21Z', '3262', '4133', 'vwmhqfrjxbcoklzdspigyeatun');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Marcel Brunsdon', 'cdhfbylvxeoqr', '2022-04-27T03:30:10Z', '2021-09-10T21:16:02Z', '795', '4766', 'gsxyzvkpfnjqictahoburlw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jennine Freathy', 'mvxwusbiynreqohjzlt', '2021-11-30T16:15:24Z', '2021-06-18T08:51:02Z', '4985', '4800', 'aqvedszoylthcnximgrkfbpwuj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Nananne Peniman', 'mzafilkychv', '2021-10-05T20:16:42Z', '2021-09-05T02:10:44Z', '3770', '1476', 'honkrpwlvtsfezdyqgabcj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hermione Rawlcliffe', 'kqgjvwbmyardsuoxiec', '2021-08-20T12:12:56Z', '2022-04-07T21:45:12Z', '2760', '2477', 'stuvzrjphiydoafmkeqlnwxbgc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Edmund Lyman', 'sdoeuiqmwanxfk', '2022-02-23T03:01:30Z', '2022-04-17T23:21:38Z', '1020', '563', 'oypqrjtefbghkldwucsvnmxaiz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ofelia Niccols', 'pqctgkwvjfiabmzhn', '2021-10-28T18:05:14Z', '2021-10-25T11:58:39Z', '620', '1321', 'csngthkjibleufavpzxyrmqwdo');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cahra Meysham', 'loixybnerw', '2021-08-30T10:12:18Z', '2022-01-06T02:35:17Z', '854', '3628', 'dtznfpwbvgcqijmsoklhraxeuy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tedi Falconbridge', 'bimgdfqlxptyakscuew', '2022-02-12T13:46:12Z', '2022-03-26T00:12:06Z', '433', '3088', 'zdbhxwcruytlnjaqsmiveog');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dacy Bilton', 'vikhaynxgzrmpjed', '2022-03-07T13:39:12Z', '2022-02-16T16:26:17Z', '3397', '3498', 'abdcimsevrhxwqnjgtypluokzf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Noam Maben', 'rywjisdekqna', '2021-08-29T10:16:44Z', '2022-03-15T09:46:05Z', '2002', '228', 'uzecvjbtnyqgxhsdrkiawplmof');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Garrott Yankeev', 'dmonqpbglzi', '2022-04-17T02:57:11Z', '2021-11-08T10:34:49Z', '3602', '4335', 'bkdzemriyctqvfsljouxgpawnh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ailey Westover', 'mzfqiodghc', '2021-07-06T14:06:51Z', '2022-01-08T11:44:03Z', '4079', '1837', 'staypvqkozrnehdibg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Raimund Hawthorne', 'rwpceqajynhfmst', '2021-08-15T10:50:11Z', '2022-03-08T00:56:57Z', '3135', '3328', 'yrnwmpafvu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('George Southard', 'fyqldcrewt', '2022-02-01T15:17:02Z', '2021-06-22T13:24:05Z', '1652', '346', 'hdmiaceykurbjnl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Adeline McFadzean', 'bwydxqnltfcv', '2021-07-27T06:29:00Z', '2021-08-21T20:32:22Z', '1725', '3426', 'ckoqxzvmysdfruhleijbgtawnp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Euphemia Bail', 'oqchbewndtfmgupkyszv', '2021-07-27T17:09:02Z', '2022-03-04T15:02:27Z', '1753', '3010', 'bjqwuilpcafdxtyvnszorekhgm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Carlin Dwine', 'ktrdbmizepoxuglhcsf', '2022-01-16T03:32:20Z', '2022-05-31T13:02:48Z', '3100', '4090', 'emqlpfvxwiskbuyntoadr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roddy Antonoczyk', 'aufdryxthkc', '2022-05-03T20:14:25Z', '2021-08-22T10:47:38Z', '3838', '1881', 'yjvsumwbzkrfhxnalgepcdiqot');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Camille Pannaman', 'lpgznorkvsdjhbqet', '2021-08-10T01:49:19Z', '2021-06-26T05:15:54Z', '4419', '4105', 'jzepwqdtacfunvsbykxgmhiorl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bili Chevolleau', 'rxvmafqcgesjpkuh', '2022-01-14T12:56:25Z', '2022-02-13T12:39:24Z', '1291', '4467', 'sbxopnkevmcrlwajyfiq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lola Meininking', 'txmdgqslyfebiukw', '2021-12-25T20:51:22Z', '2021-11-18T14:07:47Z', '667', '1473', 'jfckexysqngai');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dionysus Beetlestone', 'dguqxoibplmryvjch', '2021-07-02T11:05:34Z', '2021-09-14T10:10:30Z', '1776', '2526', 'jgmpubatsxnykcel');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Berenice Prazer', 'xmrclsfeukdztj', '2022-05-26T07:58:35Z', '2021-11-23T12:09:50Z', '1468', '4950', 'ztxkvrywbeulojicfnqphdamgs');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Nye Keningham', 'wonmbgrtcdzi', '2022-05-31T05:44:34Z', '2021-07-07T14:57:39Z', '2499', '1725', 'rinjlevakq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Elisabeth Crum', 'fiugqhvonbw', '2021-08-16T18:28:36Z', '2022-03-22T05:38:19Z', '136', '4049', 'aymwnhgfdkqpoxzjelruibvcst');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Genna Scaice', 'vspeayibdtzrnku', '2022-02-22T14:32:44Z', '2021-09-19T10:00:27Z', '1260', '1673', 'cnblhfwksxaq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Honoria Caldairou', 'ahicmvpfdnugyxrj', '2022-04-16T03:58:49Z', '2022-05-20T02:57:02Z', '892', '2328', 'jcpzobmegrskuwyvtqdnxafhli');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pip Eddolls', 'lrtnjpyokxqzvwugc', '2022-04-11T20:15:23Z', '2021-08-28T14:15:25Z', '1694', '2547', 'apomucivsfwyzt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Huberto Grindle', 'zveoudswrh', '2022-06-06T15:36:39Z', '2021-12-28T03:18:42Z', '2090', '778', 'odphrqvletjafskzibcygwuxmn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Stormi Buesnel', 'jydozsvgqhue', '2022-02-14T12:11:32Z', '2021-09-13T15:59:19Z', '2354', '4646', 'hdboemptruzxyqfvjlgi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Channa Braysher', 'gntzyboafjuwrqsdp', '2022-01-17T21:41:48Z', '2022-05-04T10:34:16Z', '1696', '457', 'zmalcnqwxjvdrkbyu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Augustina Jesson', 'ikmgvsxytqwuepa', '2022-05-02T23:37:56Z', '2022-02-02T04:31:20Z', '3727', '4367', 'wzeqbyrhjlsgtknpo');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sergeant Portwaine', 'mzxcdeliajfunsb', '2021-09-08T15:42:22Z', '2022-06-09T03:47:19Z', '754', '3637', 'pjnmebdhxzkqsvgoyutwicrlaf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Verene Gofford', 'czouiwbtnfvqmjpkg', '2021-10-24T10:37:21Z', '2021-12-20T08:47:13Z', '4120', '486', 'cjsewmuhgbodr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Aldwin Conibeer', 'wcpfmolidyxhtnvjqer', '2021-08-31T06:15:54Z', '2021-06-28T00:55:56Z', '3781', '3486', 'fudekavcnzgxjqltsbw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Maurie Ciraldo', 'fhsowipyjbmtax', '2021-11-15T10:11:46Z', '2021-08-05T06:00:38Z', '1840', '532', 'jsfmbukirhgpdwzoclanvxqeyt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Holly-anne Pinchen', 'mkriwqjzbfn', '2021-11-01T09:51:58Z', '2022-01-07T02:53:04Z', '41', '151', 'kqcyhfdmavurbtoswxngijlpez');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Vonnie Rivaland', 'bdvwocfqrlxun', '2022-05-05T05:25:17Z', '2021-11-14T21:57:53Z', '2360', '2847', 'ivnzdwboqlskyhejtcfpxarumg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kellen Pechan', 'xiqoglmsdyvbaw', '2022-02-17T00:17:04Z', '2021-07-21T15:20:50Z', '4432', '1183', 'juehzfkcrlixbtadswvgonpmq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Amandy Say', 'olvcrbykdmetaiju', '2021-10-31T15:14:50Z', '2022-05-19T04:15:00Z', '4842', '3739', 'fykejshirbgounctpqlvzwamdx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Worth Jacox', 'upzmtwcosx', '2021-06-19T04:15:26Z', '2021-07-26T17:05:44Z', '2012', '2454', 'izjnmgodquwkhfpcrbstyalvxe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dahlia Starcks', 'xoscliadykwj', '2021-09-15T15:01:15Z', '2021-10-14T14:56:43Z', '1843', '2833', 'kzxhagbtufrywdvsjlcnmepioq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roana Korn', 'grhpteaxoklbyqizcs', '2022-03-15T17:14:01Z', '2021-07-28T13:50:13Z', '3304', '4176', 'iwodpjftqmnyahvszrulxekgcb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Trix Morville', 'pgxckfitlwuavzjdqb', '2021-09-28T00:17:53Z', '2022-04-12T21:02:41Z', '4035', '466', 'thobjxqeiayncdsvzkmrgwfupl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ole Pusey', 'zylebwnxkhfpgrjvdmt', '2021-06-19T10:44:54Z', '2022-05-15T03:41:06Z', '3357', '190', 'gsfwujnadkcmqoxhypbzeivlrt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ida Espinos', 'hxvzelcuwtdyrkbpa', '2022-02-21T19:22:35Z', '2021-08-30T17:10:00Z', '3056', '1953', 'bmknvetrsyljchgzfxowqiupad');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alfreda Segot', 'mybsqjwteifvra', '2021-10-18T20:54:35Z', '2021-10-01T18:51:36Z', '4497', '2490', 'zvpdiwhsgjebnatmufokqcrlyx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gwynne Jurczyk', 'gfduwevhrmaq', '2021-08-13T23:50:53Z', '2021-09-01T06:37:41Z', '3964', '1438', 'tipvbsjmdkcouzafgnhreqylwx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Raleigh Baldree', 'pjoefcdnqyiswmhx', '2021-09-11T00:36:13Z', '2021-11-08T21:02:07Z', '3254', '2393', 'vyxwufrbktnmdighsocjqelpa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hildegaard Dunthorn', 'ayhklzeodbsnvm', '2021-08-26T01:33:17Z', '2021-09-11T22:39:04Z', '858', '4947', 'okpmiaxvulqghnbwzetcdsfyrj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sabrina Siss', 'itzwmqrpjxse', '2022-06-10T06:32:22Z', '2022-05-03T12:57:46Z', '2277', '143', 'iblptsywvjogmarhfxzcdukenq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gillian Hebbes', 'wdzjxlgfiatpconqbs', '2022-01-10T04:21:00Z', '2022-04-20T16:48:32Z', '488', '1966', 'kyqnldhrpmoz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cobb Habble', 'jnglxiaftkyzverbm', '2021-11-06T04:53:12Z', '2021-08-19T20:24:00Z', '4473', '2485', 'ilypofhmvxqtjrncwsazdbkuge');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hailee Willford', 'vdciukpzotel', '2022-02-25T21:05:24Z', '2022-01-09T14:26:25Z', '1363', '3815', 'jmzndcoxlbgekhvyfprqwstuai');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Livvy Blazek', 'bhezyunlvkmws', '2021-09-06T03:26:04Z', '2021-07-21T16:48:04Z', '3594', '1090', 'zvqoytdeafknxpwhcilsmjugbr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Stevy Huckster', 'eisjngzbcpwhktflma', '2021-12-29T02:45:49Z', '2021-09-19T15:46:59Z', '1982', '1138', 'goidayshcfkunwmtbzq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Elwira Smartman', 'golbkjvsqpeaycwxm', '2022-01-07T14:41:15Z', '2022-05-13T22:54:58Z', '1720', '938', 'qpbmrazesivtg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alicia Warren', 'ufhrajbyqidkzl', '2022-01-28T17:58:28Z', '2022-04-16T17:11:57Z', '4168', '309', 'yltdsfumxjoki');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Sibelle Mahaffey', 'pydbjmwfonqazlu', '2021-06-20T23:41:54Z', '2021-06-20T10:23:25Z', '4780', '4972', 'kvnbtlsudjoiwqxhemc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cordell Durrand', 'dzhbpwounqxrvglyacs', '2021-07-13T05:09:00Z', '2021-12-21T01:32:04Z', '4648', '4195', 'wcxifdvumakbtgsjerhnqlzyop');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Marilyn Willerson', 'snxfjzpredktovuy', '2021-08-12T10:50:15Z', '2021-09-21T04:28:43Z', '2388', '2200', 'owrhqidkvbcefjylngzstpauxm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Turner Ferraron', 'epgndhyviwmcurts', '2022-05-04T03:10:29Z', '2021-07-25T15:32:41Z', '3498', '3227', 'gezaoilncjfqywksuhxpdtbrvm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ebony Napier', 'jcmvkbysrpe', '2022-02-04T18:10:52Z', '2021-12-06T21:32:29Z', '3616', '3190', 'vixqfgosjntmzhrlaeukcpwydb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cristobal Tresvina', 'bvfsenzcjq', '2021-08-11T03:25:06Z', '2022-06-11T00:49:41Z', '2000', '3977', 'fmujsxqphrotnlwebvakigzcyd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Rory Maccree', 'ilfvprsnhmjaowbe', '2022-04-25T14:03:17Z', '2022-04-25T03:27:23Z', '4228', '1503', 'iyuxoefwldbhcgstqnvpmkjarz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Brynn Schild', 'ivlutyxzahfrejcopwbq', '2022-03-21T15:35:38Z', '2021-07-27T23:14:44Z', '4292', '4155', 'rwcdeuaktfvpbhmyxoznjilg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lynelle Greatreax', 'jcnrvfowukyqegdz', '2021-12-20T01:37:34Z', '2021-07-31T09:50:52Z', '2671', '553', 'qkwxloctaihgufrvbejzsymnpd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Giulio Woltering', 'lozsnhetyr', '2022-04-30T21:34:24Z', '2022-02-23T15:24:58Z', '1706', '4021', 'qjonzradpcmtlgsexyhukbwfiv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Aile Draysey', 'uehgsrmajpwyncid', '2022-04-26T08:09:53Z', '2022-03-11T15:19:30Z', '865', '715', 'dlzmoveyajiupsnfrktcwxghqb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Matthieu Worsnop', 'qbfdmwesur', '2022-03-04T17:20:00Z', '2022-02-18T11:08:24Z', '4895', '2794', 'ljxfstodbnime');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Shalna Corradetti', 'oiamzdyflptq', '2022-01-20T08:06:49Z', '2021-07-05T01:04:02Z', '60', '605', 'teoyhfarqsmzjgcbvpnikdlxwu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Corbin Sandys', 'wezlfnrpvo', '2021-08-06T12:01:15Z', '2021-11-13T12:52:43Z', '3895', '2242', 'uryxfjspdgbonakechmvlqwtzi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Keely Fourcade', 'pdakyobhwgscvelifjxq', '2022-05-15T11:47:24Z', '2022-02-28T14:08:26Z', '71', '2240', 'kwfutygmnz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Susann Sterre', 'ptzjucxqiekgwbryn', '2022-03-08T23:16:54Z', '2022-03-23T10:11:41Z', '1264', '3659', 'tqzoakfrphngeisjlvw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dorie Dunkersley', 'lbuyhtomezs', '2021-07-01T15:42:54Z', '2021-10-17T15:25:26Z', '2538', '501', 'erpctyszxoaf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tatiania Wintle', 'mfzqpibrcagewohysl', '2022-04-29T10:38:19Z', '2022-04-25T18:56:56Z', '742', '2086', 'acsulfbpdqrowyetmnzj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Zenia Fursse', 'wlxvcjgrtumzqsebop', '2021-06-12T06:06:15Z', '2022-03-24T20:02:21Z', '2366', '1010', 'zpaghodiywrt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roda Kyffin', 'fbmyjhqptikavxnzwle', '2021-07-25T08:31:36Z', '2022-04-11T05:07:25Z', '4882', '1878', 'hugtpbsoqzxfwcdimkjanerlvy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Silvano Iorizzo', 'ktsgyopnmrfhive', '2022-01-31T09:11:16Z', '2021-08-06T02:59:52Z', '4369', '1478', 'xbajkpqwsmzunirye');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Maxie Quinn', 'zvtuamdhqkrxgnip', '2021-09-16T06:26:44Z', '2022-05-28T10:18:42Z', '602', '669', 'jnkwlsyeghobpmifuvrdzqtacx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mirabelle Lathom', 'iupabdmsfjn', '2021-08-10T18:04:00Z', '2022-03-17T16:32:34Z', '3477', '749', 'qikzypogrcxbswlmvjh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Charmine Richen', 'ytejvrlmkfhan', '2021-12-08T22:50:37Z', '2022-05-16T15:45:07Z', '1301', '2926', 'xhcrtelkgivzyosaqwumfnbpjd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ora Prettyjohn', 'pvjafgsioqu', '2021-11-29T18:18:58Z', '2021-11-08T15:32:52Z', '1626', '4095', 'tweupocsmxlhrznjabdy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bernardina Gabriel', 'ptwlfickxm', '2021-08-05T09:52:41Z', '2022-05-18T02:16:35Z', '758', '4748', 'eyjtamibqdshvcgpxwlrzufnko');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Oswald Rawlyns', 'bcmzptewhklgq', '2021-12-09T14:49:50Z', '2021-06-24T17:49:58Z', '4719', '4083', 'hswrpyjkzelunifdvbat');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Carmen Reddie', 'jbfrqxsumlviywgocp', '2021-07-02T13:48:32Z', '2022-03-25T19:20:35Z', '2126', '3765', 'mxkpfucswnjarovezhdtbliqgy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Wang Kitcatt', 'lisvthupreya', '2021-09-09T16:19:44Z', '2021-12-15T16:59:17Z', '1451', '1596', 'gqvxznebwcfhp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mahmoud Stannah', 'fthqjsvmzlygi', '2021-08-29T19:58:39Z', '2021-10-22T13:38:57Z', '4563', '4838', 'gckhrnzlypiwjdfsomxa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Abdel Syddie', 'zfjxtvouhd', '2021-11-01T02:06:49Z', '2022-01-15T16:54:56Z', '3181', '3687', 'qoskywzpbtnrdihlxmejfcgavu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Berty Waterfield', 'uxqkvjlhyztde', '2021-11-25T04:10:12Z', '2021-07-06T06:13:38Z', '1189', '4109', 'kovuyghdaljwibpxtemqzfcnsr');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Doris Vegas', 'lfmcvdtnuikar', '2022-05-05T01:18:12Z', '2021-07-21T00:58:30Z', '4223', '3756', 'uzloaimecqnrsdtkwpghjfvb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Marwin Kirsop', 'bpqzcstkvhrowxf', '2022-05-24T14:32:31Z', '2021-07-28T12:05:19Z', '2590', '3865', 'bzautixsgqmnofkjleywrvpchd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kym Spring', 'sxrjldkuobzpe', '2021-08-14T05:06:59Z', '2022-06-06T02:58:52Z', '4026', '2641', 'ofnysrvpukmqtwjgzbehlacixd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pamella Bourdis', 'cqfxamwzvuskrni', '2021-12-02T22:06:36Z', '2021-10-27T14:11:23Z', '1222', '2324', 'ceqrmuvfkntxazlgibhywdsopj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bertrando Cutill', 'ohyrksvtjzgdqmeaup', '2021-12-07T05:27:48Z', '2021-08-22T22:29:34Z', '1826', '3484', 'pbgnodzultchswiyfkerjxqvam');
